"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","platform_code"
"20803757","TER-ALV","Terminal Alvorada",,"-23.001281539713","-43.366142879812",,,"1",,,
"20059677","BRT-VEN","BRT Vendas de Varanda",,"-22.950882454514","-43.650797832707",,,"1",,,
"20049607","BRT-SVE","BRT Santa Veridiana",,"-22.940474305929","-43.66522200666",,,"1",,,
"20828474","BRT-ILG","BRT Ilha de Guaratiba",,"-23.009421188184","-43.539928353017",,,"1",,,
"20060844","BRT-CUF","BRT Curral Falso",,"-22.936522814946","-43.666964330339",,,"1",,,
"20962755","BRT-BEN","BRT Benvindo de Novaes ",,"-23.014409476063","-43.466961750554",,,"1",,,
"20958286","BRT-NBA","BRT Nova Barra",,"-23.015418894011","-43.470894874733",,,"1",,,
"20973160","BRT-GEL","BRT Gelson Fonseca",,"-23.009699927015","-43.448478648544",,,"1",,,
"20969189","BRT-GND","BRT Guignard",,"-23.010871686145","-43.453089365766",,,"1",,,
"20981990","BRT-BSU","BRT Pontões/Barrasul",,"-23.00520724106","-43.431170354066",,,"1",,,
"20995716","BRT-INT","BRT Interlagos",,"-23.000974702995","-43.418043623371",,,"1",,,
"20990195","BRT-PED","BRT Pedra de Itaúna",,"-23.003128004666","-43.424818883227",,,"1",,,
"20997860","BRT-RIO","BRT Riomar",,"-22.999886604243","-43.407491813285",,,"1",,,
"21004753","BRT-NLB","BRT Novo Leblon",,"-23.000363153962","-43.382802079724",,,"1",,,
"21001078","BRT-AMP","BRT Américas Park",,"-23.000401044865","-43.389110635219",,,"1",,,
"21006457","BRT-BSQ","BRT Bosque da Barra",,"-23.000288156753","-43.378159175997",,,"1",,,
"20825640","BRT-MTA","BRT Mato Alto",,"-22.993776469898","-43.596823742701",,,"1",,,
"35495861","PE.H.OTTE","Terminal Padre Henrique Otte",,"-22.901286134114","-43.20796765247",,,"1",,,
"20057056","BRT-PDG","BRT Pingo d'Água",,"-22.964865529035","-43.647282946023",,,"1",,,
"20824641","BRT-CAJ","BRT Cajueiros",,"-22.930823157907","-43.673522972844",,,"1",,,
"20830378","BRT-CTX","BRT Cetex",,"-23.005233192395","-43.558442363903",,,"1",,,
"20830401","BRT-EMB","BRT Embrapa",,"-22.999596941453","-43.582297193101",,,"1",,,
"20830232","BRT-PON","BRT Pontal",,"-23.016290524127","-43.515870797599",,,"1",,,
"20830554","BRT-NOT","BRT Notre Dame",,"-23.020177417885","-43.501920628723",,,"1",,,
"20953782","BRT-GIL","BRT Gilka Machado",,"-23.016977822877","-43.47703210413",,,"1",,,
"20932426","BRT-GUI","BRT Guiomar Novaes",,"-23.018508249987","-43.482808241144",,,"1",,,
"20824883","BRT-GEO","BRT General Olímpio",,"-22.922221734048","-43.679657207777",,,"1",,,
"20825137","BRT-GRA","BRT Gastão Rangel",,"-22.927543365247","-43.677580885682",,,"1",,,
"20829252","BRT-REC","BRT Recanto das Garças",,"-23.020967579718","-43.49669948295",,,"1",,,
"20825917","BRT-GLG","BRT Gláucio Gil",,"-23.012403175933","-43.458880709569",,,"1",,,
"20825672","BRT-REC","BRT Recreio Shopping",,"-23.019519701097","-43.486908677588",,,"1",,,
"20998013","BRT-SMJ","BRT Santa Mônica Jardins",,"-23.000193515018","-43.397712479384",,,"1",,,
"20976105","BRT-SAL","BRT Salvador Allende",,"-23.008222886278","-43.442722628097",,,"1",,,
"20825605","BRT-MAG","BRT Magarça",,"-22.968628469725","-43.622074802495",,,"1",,,
"18226596",,"Estrada Velha Da Pavuna próximo ao 3196","Supermercado","-22.875973631946234","-43.26603962856983","18226596",,"0",,,
"18226598",,"Estrada Velha Da Pavuna próximo ao 257",,"-22.87711563288063","-43.265570483200015","18226598",,"0",,,
"18226592",,"Estrada Do Timbo próximo ao 336",,"-22.87246314984574","-43.26826797281755","18226592",,"0",,,
"18226594",,"Estrada Velha Da Pavuna próximo ao 257",,"-22.874164532580092","-43.26669925209974","18226594",,"0",,,
"18226604",,"Avenida Dom Helder Camara próximo ao 2227",,"-22.880175169843298","-43.259346139808265","18226604",,"0",,,
"18226606",,"Avenida Dom Helder Camara próximo ao 2650",,"-22.88066856932209","-43.25847273176817","18226606",,"0",,,
"18226600",,"Avenida Dom Helder Camara próximo ao 3025",,"-22.878256446571548","-43.264002169969956","18226600",,"0",,,
"18226602",,"Avenida Dom Helder Camara próximo ao 2813",,"-22.878186429405922","-43.26235220107966","18226602",,"0",,,
"18226612",,"Avenida Dom Helder Camara próximo ao 1325",,"-22.886519838135268","-43.251313570793236","18226612",,"0",,,
"18226614",,"Viaduto De Benfica próximo ao 517",,"-22.889889742752423","-43.244507221376296","18226614",,"0",,,
"18226608",,"Avenida Dom Helder Camara próximo ao 2033",,"-22.88241917778609","-43.254912009887825","18226608",,"0",,,
"18376214",,"Rua Aricuri próximo ao 639",,"-22.890201368369656","-43.56298868374587","18376214",,"0",,,
"18226610",,"Avenida Dom Helder Camara próximo ao 1715",,"-22.88536018852276","-43.25241882953395","18226610",,"0",,,
"18226620",,"Rua Senador Bernardo Monteiro próximo ao 123",,"-22.89402198862127","-43.23982012130348","18226620",,"0",,,
"18226622",,"Rua Senador Bernardo Monteiro próximo ao 1258",,"-22.895539416441725","-43.2400608178451","18226622",,"0",,,
"18226616",,"Avenida Dom Helder Camara próximo ao 89","Supermercado","-22.89065145839528","-43.24236521229687","18226616",,"0",,,
"18226618",,"Avenida Dom Helder Camara próximo ao 28","Supermercado","-22.891564733811894","-43.2409483490117","18226618",,"0",,,
"18226566",,"Estrada Velha Da Pavuna próximo ao 3119",,"-22.867320247850287","-43.286773955945854","18226566",,"0",,,
"18226564",,"Estrada Velha Da Pavuna próximo ao 3461",,"-22.866176429950496","-43.288481370744854","18226564",,"0",,,
"18226562",,"Estrada Velha Da Pavuna próximo ao 4240",,"-22.86545024073715","-43.28985072573433","18226562",,"0",,,
"18226560",,"Estrada Velha Da Pavuna próximo ao 3864",,"-22.865142696749427","-43.2929765184894","18226560",,"0",,,
"18226574",,"Rua Teixeira De Macedo próximo ao 13",,"-22.873119792693295","-43.28196386860435","18226574",,"0",,,
"18226572",,"Rua Teixeira De Macedo próximo ao 1931",,"-22.872138747205476","-43.28270711943321","18226572",,"0",,,
"18226570",,"Estrada Velha Da Pavuna próximo ao 2565",,"-22.870711472679687","-43.2836887643535","18226570",,"0",,,
"18226568",,"Estrada Velha Da Pavuna próximo ao 2825",,"-22.8690003020833","-43.28432410230186","18226568",,"0",,,
"18226582",,"Avenida Itaoca próximo ao 2481",,"-22.870277514641057","-43.27627103578644","18226582",,"0",,,
"18226580",,"Avenida Itaoca próximo ao 2691",,"-22.871933659250242","-43.27680491193817","18226580",,"0",,,
"18226578",,"Estrada Velha Da Pavuna próximo ao 1947",,"-22.872861830442975","-43.28052690849202","18226578",,"0",,,
"18256913",,"Rua Ariperana próximo ao 138","Centrer Shopping","-22.91477264787702","-43.375107276043806","18256913",,"0",,,
"18226576",,"Praca Vinte E Quatro De Outubro próximo ao 1851",,"-22.873123447263648","-43.28142630829833","18226576",,"0",,,
"18226590",,"Estrada Do Timbo próximo ao 278",,"-22.87018092138876","-43.26844271049182","18226590",,"0",,,
"18226588",,"Avenida Itaoca próximo ao 958",,"-22.86807015855087","-43.268997810004315","18226588",,"0",,,
"18226586",,"Avenida Itaoca próximo ao 1919",,"-22.867240733425607","-43.272234366717214","18226586",,"0",,,
"18226584",,"Avenida Itaoca próximo ao 2153",,"-22.868378523220436","-43.274714692225245","18226584",,"0",,,
"18226665",,"Estrada Dos Bandeirantes próximo ao 643",,"-22.970489651151976","-43.49403338110428","18226665",,"0",,,
"18226667",,"Estrada Dos Bandeirantes próximo ao 153",,"-22.97354067700072","-43.49415989198188","18226667",,"0",,,
"18241837",,"Rua Barao próximo ao 547",,"-22.900973123662663","-43.349226282958206","18241837",,"0",,,
"18226669",,"Estrada Dos Bandeirantes próximo ao S/n",,"-22.975771654859525","-43.49430845613752","18226669",,"0",,,
"18241839",,"Rua Barao próximo ao 230",,"-22.901962745936565","-43.34787003500642","18241839",,"0",,,
"18241841",,"Rua Barao próximo ao 23",,"-22.903107093275437","-43.34630684322886","18241841",,"0",,,
"18241843",,"Rua Bricio De Abreu próximo ao 83",,"-22.903527809506247","-43.34494382550312","18241843",,"0",,,
"18241845",,"Rua Bricio De Abreu próximo ao 107",,"-22.902665930980437","-43.344179085811604","18241845",,"0",,,
"18241847",,"Rua Baronesa próximo ao 1377",,"-22.902187052348886","-43.34461282753147","18241847",,"0",,,
"18241849",,"Rua Baronesa próximo ao 1239",,"-22.90139936759414","-43.34566134856523","18241849",,"0",,,
"18226626",,"Rua Ana Neri próximo ao 15",,"-22.8990116485458","-43.23969094073543","18226626",,"0",,,
"18226624",,"Rua Senador Bernardo Monteiro próximo ao 211","Hospital Barata Ribeiro","-22.89784718147081","-43.24044840500903","18226624",,"0",,,
"18226630",,"Rua Sao Luiz Gonzaga próximo ao 1064",,"-22.900498541288446","-43.23258222385221","18226630",,"0",,,
"18226628",,"Rua Ana Neri próximo ao 1688","Supermercado","-22.89873903369646","-43.23762374570131","18226628",,"0",,,
"18226634",,"Rua Sao Luiz Gonzaga próximo ao 305","Quinta da Boa Vista","-22.899712325709373","-43.228457660180936","18226634",,"0",,,
"18226632",,"Rua Sao Luiz Gonzaga próximo ao 643",,"-22.90015773339143","-43.23022585649822","18226632",,"0",,,
"18226638",,"Rua Sao Luiz Gonzaga próximo ao 53","Colégio","-22.900444372218626","-43.22499964914457","18226638",,"0",,,
"18226636",,"Rua Sao Luiz Gonzaga próximo ao 716",,"-22.899920132836044","-43.22636196680234","18226636",,"0",,,
"18226640",,"Avenida Do Exercito próximo ao 53","Colégio","-22.900871819846383","-43.22390284972565","18226640",,"0",,,
"18226650",,"BRS 4 - CENTRAL",,"-22.905405332238004","-43.19119352524393","18226650",,"0",,,
"18226652",,"BRS 3, 4 - PASSOS",,"-22.90321185986602","-43.18440001919974","18226652",,"0",,,
"18226479",,"Rua Leopoldo Bulhoes próximo ao 1752",,"-22.87532480888382","-43.252164623270325","18226479",,"0",,,
"18226473",,"Rua Arquias Cordeiro próximo ao 364","Hospital Salgado Filho","-22.90076319717111","-43.27879792536177","18226473",,"0",,,
"18226475",,"Rua Arquias Cordeiro próximo ao 310","Estação Méier","-22.90226190103258","-43.27720374859402","18226475",,"0",,,
"18226469",,"Rua Arquias Cordeiro próximo ao 606",,"-22.89763338816694","-43.28258831277106","18226469",,"0",,,
"18226471",,"Rua Arquias Cordeiro próximo ao 26",,"-22.898760330279192","-43.28084399013775","18226471",,"0",,,
"18226465",,"Rua Arquias Cordeiro próximo ao 7998",,"-22.89596936675765","-43.289680682697224","18226465",,"0",,,
"18226467",,"Rua Arquias Cordeiro próximo ao 798",,"-22.89660607522173","-43.28725021756796","18226467",,"0",,,
"18226481",,"Rua Eurico Souza Leao próximo ao 23",,"-22.872451628225694","-43.2515775307506","18226481",,"0",,,
"18226447",,"Rua Mario Carpenter próximo ao 1171",,"-22.889889786505673","-43.30088428552436","18226447",,"0",,,
"18226445",,"Rua Mario Carpenter próximo ao 836",,"-22.88836964012386","-43.29779718656357","18226445",,"0",,,
"18226443",,"Rua Da Abolicao próximo ao 804",,"-22.887122647149074","-43.29692809542194","18226443",,"0",,,
"18226441",,"Rua Da Abolicao próximo ao 678",,"-22.885421166124033","-43.298078842872926","18226441",,"0",,,
"18226439",,"Avenida Dom Helder Camara próximo ao 7023",,"-22.88539275364982","-43.30032313316778","18226439",,"0",,,
"18226437",,"Avenida Dom Helder Camara próximo ao 7856",,"-22.886407234193623","-43.302892002451934","18226437",,"0",,,
"18226435",,"Avenida Dom Helder Camara próximo ao 8197",,"-22.886605586344714","-43.306529972508386","18226435",,"0",,,
"18226433",,"Avenida Dom Helder Camara próximo ao 8551","Supermercado","-22.8853428168184","-43.310109583299","18226433",,"0",,,
"18226463",,"Rua Goias próximo ao 890","Engenhão","-22.89519904601823","-43.29503206577088","18226463",,"0",,,
"18226461",,"Rua Goias próximo ao 922","Hotel","-22.895347842875722","-43.297098885391335","18226461",,"0",,,
"18226459",,"Rua Goias próximo ao 119",,"-22.895362559342534","-43.29949677732151","18226459",,"0",,,
"18226457",,"Rua Goias próximo ao 39",,"-22.89495924464134","-43.30189910266688","18226457",,"0",,,
"18226455",,"Rua Angelina próximo ao 25",,"-22.893845594849164","-43.30381999305994","18226455",,"0",,,
"18226453",,"Rua Angelina próximo ao 81",,"-22.892588509880625","-43.30320000675153","18226453",,"0",,,
"18226451",,"Rua Angelina próximo ao 157",,"-22.890782354718873","-43.303212997462445","18226451",,"0",,,
"18226449",,"Rua Mario Carpenter próximo ao 1349",,"-22.889888934869404","-43.302405398725114","18226449",,"0",,,
"18226536",,"Rua Francisco Vale próximo ao 51",,"-22.875954121171443","-43.324137303582525","18226536",,"0",,,
"18226538",,"Rua Enaldo Dos Santos Araujo próximo ao 335",,"-22.876445674189515","-43.32073419860475","18226538",,"0",,,
"18226540",,"Rua Enaldo Dos Santos Araujo próximo ao 773",,"-22.87518981554127","-43.316936855726965","18226540",,"0",,,
"18226542",,"Rua Silva Vale próximo ao 25",,"-22.872347748355587","-43.313453964626426","18226542",,"0",,,
"18226528",,"BRS 3, I - MIGUEL LEMOS",,"-22.977168746366253","-43.19270822237631","18226528",,"0",,,
"18226530",,"BRS 3, I - JÚLIO DE CASTILHOS",,"-22.983914825017504","-43.19175941417745","18226530",,"0",,,
"18226532",,"BRS 1, 2, 3 - FRANCISCO OTAVIANO",,"-22.986506270116703","-43.190950960163306","18226532",,"0",,,
"18226552",,"Estrada Velha Da Pavuna próximo ao 4675",,"-22.865602112648908","-43.30099714968198","18226552",,"0",,,
"18226554",,"Estrada Velha Da Pavuna próximo ao",,"-22.865469247875364","-43.299780941366194","18226554",,"0",,,
"18226556",,"Estrada Velha Da Pavuna próximo ao 44",,"-22.86536657443859","-43.29864978695476","18226556",,"0",,,
"18226558",,"Estrada Velha Da Pavuna próximo ao 4275",,"-22.865364147172986","-43.29610657055127","18226558",,"0",,,
"18241969",,"Rua Comte Possolo próximo ao 1",,"-22.85672417356901","-43.38727337294108","18241969",,"0",,,
"18226544",,"Rua Silva Vale próximo ao 1",,"-22.87128508434674","-43.31296129018342","18226544",,"0",,,
"18226546",,"Rua Silva Vale próximo ao 303",,"-22.870333693892405","-43.31192894080507","18226546",,"0",,,
"18226548",,"Rua Silva Vale próximo ao 577",,"-22.869066926821684","-43.30949310793524","18226548",,"0",,,
"18226550",,"Rua Silva Vale próximo ao 863","Igreja Universal","-22.866983661007275","-43.307559089781144","18226550",,"0",,,
"18226510",,"Avenida Das Nacoes Unidas próximo ao 530",,"-22.94325747928795","-43.18050518820389","18226510",,"0",,,
"18226508",,"Avenida Das Nacoes Unidas próximo ao 68","Colégio","-22.942811085993448","-43.17685842575121","18226508",,"0",,,
"18226498",,"BRS 3, 4 - CENTRAL",,"-22.905904688446952","-43.193277298013825","18226498",,"0",,,
"18226496",,"BRS 2, 3 - PRAÇA ONZE",,"-22.908180706334313","-43.2000455537282","18226496",,"0",,,
"18226500",,"BRS 3, 4 - PASSOS",,"-22.90350548691645","-43.18586884606138","18226500",,"0",,,
"18226522",,"BRS 3, I - HILÁRIO DE GOUVEIA",,"-22.967451112329694","-43.18397970157666","18226522",,"0",,,
"18226520",,"BRS 3, I - CARDEAL ARCOVERDE",,"-22.965075912314283","-43.18034982885528","18226520",,"0",,,
"18226526",,"BRS 3, I - BARÃO DE IPANEMA",,"-22.973979153971673","-43.19142544060998","18226526",,"0",,,
"18226524",,"BRS 3, I - SANTA CLARA",,"-22.97004391165303","-43.18796018150707","18226524",,"0",,,
"18226514",,"Avenida Das Nacoes Unidas próximo ao 501",,"-22.949461125511725","-43.18061732567372","18226514",,"0",,,
"18226512",,"Avenida Das Nacoes Unidas próximo ao 402","Botafogo Praia Shopping","-22.945738032226647","-43.18182303714226","18226512",,"0",,,
"18226518",,"BRS 1, 2, 3, I - DUVIVIER",,"-22.963830740513902","-43.17844937791837","18226518",,"0",,,
"18226516",,"Avenida Lauro Sodre próximo ao 150","Teatro Villa Lobos","-22.9549526734495","-43.17831563757563","18226516",,"0",,,
"18226366",,"Rua Marcos De Macedo próximo ao 2300",,"-22.836917692160185","-43.38040338344451","18226366",,"0",,,
"18241663",,"Praia Das Pitangueiras próximo ao 123",,"-22.819210401730807","-43.17558712789594","18241663",,"0",,,
"18226364",,"Estrada Camboata próximo ao 795","Shopping Guadalupe","-22.836198589913007","-43.38183778602776","18226364",,"0",,,
"18241661",,"Praia Das Pitangueiras próximo ao 305",,"-22.814807544951986","-43.17662270850784","18241661",,"0",,,
"18226362",,"Estrada Camboata próximo ao 2300",,"-22.836795992174928","-43.383877629792494","18226362",,"0",,,
"18241659",,"Praia Bandeira próximo ao 47",,"-22.8116854807267","-43.17655902200342","18241659",,"0",,,
"18226360",,"Estrada Camboata próximo ao 2080",,"-22.83652482610771","-43.38660091802363","18226360",,"0",,,
"18241657",,"Rua Capitao Barbosa próximo ao 331",,"-22.80810222878036","-43.17879252973675","18241657",,"0",,,
"18257189",,"Rua Diamantes próximo ao 769",,"-22.84695047867234","-43.352436012168425","18257189",,"0",,,
"18226342",,"Estrada Camboata próximo ao 3953",,"-22.829690994521965","-43.3715212682884","18226342",,"0",,,
"18241638",,"Estrada Dos Coqueiros próximo ao 661",,"-22.872547401527903","-43.504929744362364","18241638",,"0",,,
"18257191",,"Rua Diamantes próximo ao 897",,"-22.845425497987357","-43.352038431977604","18257191",,"0",,,
"18226340",,"Estrada Camboata próximo ao 4215",,"-22.82771331676738","-43.371607350525885","18226340",,"0",,,
"18241636",,"Estrada Dos Coqueiros próximo ao 481",,"-22.873188499661833","-43.50340965463148","18241636",,"0",,,
"18226338",,"Estrada Camboata próximo ao 4287",,"-22.82627106581998","-43.372710713987445","18226338",,"0",,,
"18241634",,"Estrada Do Taquaral próximo ao 901",,"-22.87300295001126","-43.50013803952304","18241634",,"0",,,
"18257187",,"Rua Diamantes próximo ao 328",,"-22.850834732638816","-43.35225533642875","18257187",,"0",,,
"18226336",,"Estrada Camboata próximo ao 1775",,"-22.824366103238194","-43.37115818904671","18226336",,"0",,,
"18241632",,"Estrada Do Taquaral próximo ao 2437",,"-22.872457407806568","-43.49707628219707","18241632",,"0",,,
"18257197",,"Rua Diamantes próximo ao 1596",,"-22.8394521894203","-43.3522232152049","18257197",,"0",,,
"18226350",,"Rua Fernando Lobo próximo ao 3155",,"-22.831268423469723","-43.37699385494615","18226350",,"0",,,
"18226348",,"Rua Fernando Lobo próximo ao 3155",,"-22.831296636596957","-43.375796456604625","18226348",,"0",,,
"18257193",,"Rua Diamantes próximo ao 1198",,"-22.842832811594278","-43.351862795433924","18257193",,"0",,,
"18226346",,"Estrada Camboata próximo ao 3321",,"-22.831463707801927","-43.37380516685483","18226346",,"0",,,
"18257195",,"Rua Diamantes próximo ao 1456",,"-22.840824466762825","-43.352074779293076","18257195",,"0",,,
"18226344",,"Estrada Camboata próximo ao 3775",,"-22.830350311745633","-43.373091372617615","18226344",,"0",,,
"18241640",,"Estrada Dos Coqueiros próximo ao 126",,"-22.869799209896133","-43.508115520298425","18241640",,"0",,,
"18241620",,"Estrada Do Taquaral próximo ao 1390",,"-22.86966853785872","-43.48296270992487","18241620",,"0",,,
"18226324",,"Avenida Chrisostomo Pimentel Oliveira próximo ao 2431",,"-22.812635039072635","-43.37409259598118","18226324",,"0",,,
"18241622",,"Estrada Do Taquaral próximo ao 1407",,"-22.871114200579303","-43.48505651955099","18241622",,"0",,,
"18226326",,"Avenida Professor Bernardino Rocha próximo ao 166",,"-22.813127707615948","-43.37395435583984","18226326",,"0",,,
"18241616",,"Estrada Do Taquaral próximo ao 598",,"-22.867117672048263","-43.47900175980083","18241616",,"0",,,
"18226320",,"Rua Comend Guerra próximo ao 415","Igreja","-22.80865354770492","-43.369664474149886","18226320",,"0",,,
"18241618",,"Estrada Do Taquaral próximo ao 795",,"-22.868406417336097","-43.48177418533074","18241618",,"0",,,
"18226322",,"Rua Comend Guerra próximo ao 2651",,"-22.81070167815607","-43.3713250047869","18226322",,"0",,,
"18241628",,"Estrada Do Taquaral próximo ao 641",,"-22.87156677417565","-43.49250928773468","18241628",,"0",,,
"18226332",,"Rua Bernardino Ribeiro próximo ao 205",,"-22.82007624798417","-43.37040520822477","18226332",,"0",,,
"18257183",,"Avenida Dos Italianos próximo ao","BANCO ITAU","-22.855238730787633","-43.349207921853434","18257183",,"0",,,
"18241630",,"Estrada Do Taquaral próximo ao 671",,"-22.872535563348798","-43.494725045856576","18241630",,"0",,,
"18226334",,"Rua Mogiqui próximo ao 4815","Estação de Costa Barros","-22.822269659442085","-43.370449117400874","18226334",,"0",,,
"18241624",,"Estrada Do Taquaral próximo ao 180",,"-22.87126842924898","-43.48795025474811","18241624",,"0",,,
"18226328",,"Avenida Professor Bernardino Rocha próximo ao 712",,"-22.815120603922573","-43.37061901994322","18226328",,"0",,,
"18241626",,"Estrada Do Taquaral próximo ao 413",,"-22.871400976101505","-43.491077605595","18241626",,"0",,,
"18226330",,"Rua Bernardino Ribeiro próximo ao 407",,"-22.817239851865036","-43.37035867802754","18226330",,"0",,,
"18226308",,"Rua Candido Benicio próximo ao 417","Colégio","-22.886995438122177","-43.34479064262411","18226308",,"0",,,
"18241604",,"Estrada Agua Branca próximo ao 861",,"-22.86471286359546","-43.466117190958016","18241604",,"0",,,
"18226310",,"Rua Candido Benicio próximo ao 217","Supermercado","-22.88532276558087","-43.34315963693559","18226310",,"0",,,
"18241606",,"Estrada Agua Branca próximo ao 3803",,"-22.864172295562803","-43.46723749830663","18241606",,"0",,,
"18226304",,"Rua Candido Benicio próximo ao 885","28ª Delegacia","-22.89040116891644","-43.347156908098874","18226304",,"0",,,
"18241600",,"Avenida Doutra Maria Estrela próximo ao 32451",,"-22.860043217705723","-43.4655530988591","18241600",,"0",,,
"18226306",,"Rua Candido Benicio próximo ao 425",,"-22.88804717107135","-43.34559512062718","18226306",,"0",,,
"18241602",,"Avenida Doutra Maria Estrela próximo ao 5799",,"-22.862657124067436","-43.465928506995525","18241602",,"0",,,
"18226316",,"Rua Cicero próximo ao 39",,"-22.80511030443376","-43.364587963445594","18226316",,"0",,,
"18241612",,"Estrada Do Engenho próximo ao 1941",,"-22.863704061711317","-43.472647457755905","18241612",,"0",,,
"18226318",,"Rua Honorio Hermeto próximo ao 206",,"-22.806907564016946","-43.36793156493185","18226318",,"0",,,
"18241614",,"Estrada Do Taquaral próximo ao 258",,"-22.864406941316574","-43.47492122134945","18241614",,"0",,,
"18241608",,"Estrada Agua Branca próximo ao 5839",,"-22.863026196323357","-43.46929587807933","18241608",,"0",,,
"18226314",,"Rua Joao Vicente próximo ao 183","Rodoviária","-22.878095923569578","-43.33720828191422","18226314",,"0",,,
"18241610",,"Estrada Agua Branca próximo ao 5955",,"-22.8618819819669","-43.4705721873093","18241610",,"0",,,
"18226419",,"Avenida Dom Helder Camara próximo ao 10053","Igreja Nossa Senhora do Amparo","-22.882314885874848","-43.32427460485166","18226419",,"0",,,
"18226423",,"Avenida Dom Helder Camara próximo ao 9675",,"-22.883436552513633","-43.320532740050936","18226423",,"0",,,
"18226421",,"Avenida Dom Helder Camara próximo ao 9887",,"-22.882767267519817","-43.322376355208256","18226421",,"0",,,
"18226427",,"Avenida Dom Helder Camara próximo ao 9061",,"-22.884599981390085","-43.31634619037699","18226427",,"0",,,
"18226425",,"Avenida Dom Helder Camara próximo ao 9223",,"-22.88436825415093","-43.317493102502134","18226425",,"0",,,
"18241598",,"Avenida Brasil próximo ao 32400","Igreja Universal","-22.858263934384176","-43.464047878635455","18241598",,"0",,,
"18226431",,"Avenida Dom Helder Camara próximo ao 8751","Supermercado","-22.885002420011734","-43.31178894942118","18226431",,"0",,,
"18226429",,"Avenida Dom Helder Camara próximo ao 9021",,"-22.884902257245695","-43.31428475481805","18226429",,"0",,,
"18226403",,"Rua Carolina Machado próximo ao 894",,"-22.870727704322782","-43.34712740032422","18226403",,"0",,,
"18226401",,"Rua Carolina Machado próximo ao 979","Estação de Oswaldo Cruz","-22.869284762702573","-43.34942165397137","18226401",,"0",,,
"18226407",,"Rua Carolina Machado próximo ao 519",,"-22.874274523636554","-43.34113767329253","18226407",,"0",,,
"18226405",,"Rua Carolina Machado próximo ao 667",,"-22.872837936266617","-43.34355115212443","18226405",,"0",,,
"18257257",,"Rua Jose Antonio De Oliveira próximo ao 1",,"-22.905497863816347","-43.5356500775057","18257257",,"0",,,
"18226411",,"Rua Carolina Machado próximo ao 359",,"-22.877055772631746","-43.33631845843999","18226411",,"0",,,
"18257259",,"Rua Jose Antonio De Oliveira próximo ao 613","Campo Municipal","-22.906883931348528","-43.53496897032096","18257259",,"0",,,
"18226409",,"Rua Carolina Machado próximo ao 504","Estação de Madureira","-22.87530641494531","-43.339397712816904","18226409",,"0",,,
"18226415",,"Rua Carolina Machado próximo ao 28",,"-22.881093666375442","-43.32973739428117","18226415",,"0",,,
"18226413",,"Rua Carolina Machado próximo ao 154","Assembléia de Deus","-22.87940546092278","-43.33255976595285","18226413",,"0",,,
"18226393",,"Rua Carolina Machado próximo ao 1456","Estação Bento Ribeiro","-22.864370581149913","-43.35923072176419","18226393",,"0",,,
"18226395",,"Rua Carolina Machado próximo ao 1330",,"-22.865409789593162","-43.35617327446204","18226395",,"0",,,
"18226397",,"Rua Carolina Machado próximo ao 1218",,"-22.86672947497534","-43.35388728164841","18226397",,"0",,,
"18226399",,"Rua Carolina Machado próximo ao 1136",,"-22.86748731626092","-43.35262211386992","18226399",,"0",,,
"18226368",,"Rua Marcos De Macedo próximo ao 563",,"-22.83756258353261","-43.37993461085818","18226368",,"0",,,
"18226370",,"Rua Marcos De Macedo próximo ao 563",,"-22.839293784597505","-43.37867588435689","18226370",,"0",,,
"18226372",,"Rua Marcos De Macedo próximo ao 3",,"-22.84125622422857","-43.37725410212683","18226372",,"0",,,
"18226374",,"Rua Marcos De Macedo próximo ao 23049",,"-22.842900409536725","-43.376058151119665","18226374",,"0",,,
"18226238",,"Avenida Das Americas próximo ao 4790","Supermercado","-22.999453357704414","-43.357430167885056","18226238",,"0",,,
"18226233",,"Avenida Ayrton Senna próximo ao 5943","DETRAN","-23.0043940630626","-43.36600766957987","18226233",,"0",,,
"18226231",,"Avenida Ayrton Senna próximo ao 6185",,"-23.009001471589965","-43.366079442931124","18226231",,"0",,,
"18226227",,"Terminal Alvorada - Plataforma 3",,"-23.00116455112524","-43.36573512225179","18226227",,"0","20803757",,
"18226225",,"Rua Ricardo Machado próximo ao 643",,"-22.88977153428731","-43.22932421154095","18226225",,"0",,,
"18226215",,"Avenida Francisco Bicalho próximo Rodoviária Novo Rio","Rodoviária Novo Rio","-22.900849929036482","-43.20978151868453","18226215",,"0",,,
"18226213",,"Avenida Francisco Bicalho próximo ao 10 (Pista Central)",,"-22.907305366084213","-43.20952034230086","18226213",,"0",,,
"18226211",,"Avenida Paulo De Frontin próximo ao 257",,"-22.91797733046149","-43.20991713059267","18226211",,"0",,,
"18226209",,"Avenida Paulo De Frontin próximo ao 299",,"-22.919434047680777","-43.20982721648348","18226209",,"0",,,
"18226205",,"Avenida Paulo De Frontin próximo ao 481",,"-22.924004801787262","-43.2095578773937","18226205",,"0",,,
"18226207",,"Avenida Paulo De Frontin próximo ao 431",,"-22.922845278701885","-43.20963299650474","18226207",,"0",,,
"18226201",,"Avenida Paulo De Frontin próximo ao 619",,"-22.927737604700866","-43.20933378283483","18226201",,"0",,,
"18226203",,"Avenida Paulo De Frontin próximo ao 543",,"-22.92582689870963","-43.20944812471312","18226203",,"0",,,
